Reg No,Name,Year,Semester,Email,CGPA,Password
231FA0380,Student_380,1,1,student380@college.edu,6.2988,Q8i8mCyF
231FA0381,Student_381,4,2,student381@college.edu,8.6171,X6Sxzq3s
231FA0382,Student_382,2,2,student382@college.edu,7.4794,w4FTdrgM
231FA0383,Student_383,4,2,student383@college.edu,5.4052,wzE8OZk4
231FA0384,Student_384,1,1,student384@college.edu,6.1009,0jufYFjT
231FA0385,Student_385,1,1,student385@college.edu,8.4163,kie1435x
231FA0386,Student_386,4,1,student386@college.edu,5.3807,XDs527tM
231FA0387,Student_387,3,2,student387@college.edu,9.256,Xak2FrKb
231FA0388,Student_388,3,2,student388@college.edu,7.4757,DrxCYAsk
231FA0389,Student_389,1,2,student389@college.edu,7.4029,k1HOoeQk
231FA0390,Student_390,1,1,student390@college.edu,7.962,LjbGAT02
231FA0391,Student_391,3,1,student391@college.edu,9.1234,2X0hPub7
231FA0392,Student_392,3,2,student392@college.edu,6.739,LIocjYMF
231FA0393,Student_393,4,1,student393@college.edu,8.3901,alTRo4an
231FA0394,Student_394,4,2,student394@college.edu,7.8287,NQCQWuAm
231FA0395,Student_395,3,2,student395@college.edu,6.3351,c5vZK8Ly
231FA0396,Student_396,4,1,student396@college.edu,9.3931,AmAtaAKy
231FA0397,Student_397,4,1,student397@college.edu,8.9871,lEwid4DD
231FA0398,Student_398,2,1,student398@college.edu,8.2923,9IU4BXHO
231FA0399,Student_399,4,1,student399@college.edu,9.2529,61b3ErCi
231FA0400,Student_400,1,1,student400@college.edu,9.3365,53icrYfO
231FA0401,Student_401,4,2,student401@college.edu,8.5418,oaPbwHzk
231FA0402,Student_402,4,1,student402@college.edu,9.1851,7M1exCFY
231FA0403,Student_403,3,1,student403@college.edu,8.4874,21p4UWTM
231FA0404,Student_404,1,2,student404@college.edu,8.4007,v38Cb0In
231FA0405,Student_405,4,2,student405@college.edu,8.0931,1aDGNvmE
231FA0406,Student_406,4,1,student406@college.edu,8.7636,GZWCVFkW
231FA0407,Student_407,2,1,student407@college.edu,5.793,AxccsDXw
231FA0408,Student_408,4,1,student408@college.edu,9.4044,hH2JAOkJ
231FA0409,Student_409,4,2,student409@college.edu,9.3592,5JnG9D5w
231FA0410,Student_410,2,2,student410@college.edu,5.1462,APEEiFGw
231FA0411,Student_411,3,1,student411@college.edu,9.1291,7mtEm0eD
231FA0412,Student_412,4,1,student412@college.edu,5.6443,pBmgxstk
231FA0413,Student_413,2,1,student413@college.edu,6.6756,nWzU26KY
231FA0414,Student_414,1,1,student414@college.edu,8.7175,sWk9oqzl
231FA0415,Student_415,3,2,student415@college.edu,5.8038,GG5rEkRb
231FA0416,Student_416,1,2,student416@college.edu,9.0898,j5wJaDV9
231FA0417,Student_417,1,2,student417@college.edu,9.1607,VAWSSL2Q
231FA0418,Student_418,2,1,student418@college.edu,7.5373,IRIezrca
231FA0419,Student_419,4,2,student419@college.edu,5.0319,QwO2WfR0
231FA0420,Student_420,2,2,student420@college.edu,6.4352,F04y7QSP
231FA0421,Student_421,2,2,student421@college.edu,8.0846,cGq68qI2
231FA0422,Student_422,2,1,student422@college.edu,9.9059,f1POtS3r
231FA0423,Student_423,2,1,student423@college.edu,8.1591,5goxrlGt
231FA0424,Student_424,3,1,student424@college.edu,6.299,bHoZHVdK
231FA0425,Student_425,4,1,student425@college.edu,8.17,L0E3SImJ
231FA0426,Student_426,1,2,student426@college.edu,7.6999,R2dLaQ1D
231FA0427,Student_427,1,2,student427@college.edu,8.8992,aflPz37Z
231FA0428,Student_428,4,2,student428@college.edu,5.5349,CKHQYIVw
231FA0429,Student_429,1,1,student429@college.edu,8.8051,0xaucXB7
231FA0430,Student_430,4,2,student430@college.edu,7.7063,ncOkDvuq
231FA0431,Student_431,1,1,student431@college.edu,9.815,lzq9UqYy
231FA0432,Student_432,2,1,student432@college.edu,6.7094,lfC5NF0K
231FA0433,Student_433,1,2,student433@college.edu,8.1631,StWJkaz2
231FA0434,Student_434,4,1,student434@college.edu,9.6601,wOjS7MhA
231FA0435,Student_435,4,2,student435@college.edu,5.5125,mpUR2o9K
231FA0436,Student_436,4,1,student436@college.edu,9.6861,DblMxqJj
231FA0437,Student_437,4,2,student437@college.edu,8.4394,BJezdIqH
231FA0438,Student_438,4,2,student438@college.edu,5.3392,Vcb39iNU
231FA0439,Student_439,3,2,student439@college.edu,6.5048,CCslLWek
231FA0440,Student_440,3,1,student440@college.edu,8.5409,HAapW2BP
231FA0441,Student_441,1,2,student441@college.edu,5.3368,4XWh6hH7
231FA0442,Student_442,4,1,student442@college.edu,7.9109,5sAebemK
231FA0443,Student_443,1,2,student443@college.edu,6.7294,GsbpfBaa
231FA0444,Student_444,4,2,student444@college.edu,8.1046,Rjq0ytYt
231FA0445,Student_445,4,2,student445@college.edu,5.2287,6WJefzE1
231FA0446,Student_446,3,2,student446@college.edu,9.3577,asfKRwue
231FA0447,Student_447,3,1,student447@college.edu,9.8674,WBxSfd7u
231FA0448,Student_448,2,2,student448@college.edu,9.8444,4NZPekvY
231FA0449,Student_449,3,2,student449@college.edu,8.7483,uk5I3FNB
231FA0450,Student_450,2,1,student450@college.edu,5.6504,2sqaK9yY
231FA0451,Student_451,2,2,student451@college.edu,8.7913,wBSlYvY2
231FA0452,Student_452,2,2,student452@college.edu,5.1229,kuVZtC9R
231FA0453,Student_453,2,1,student453@college.edu,5.1106,dFq7wsrA
231FA0454,Student_454,2,2,student454@college.edu,6.6181,E4usedSj
231FA0455,Student_455,1,1,student455@college.edu,7.4432,61z3dgbq
231FA0456,Student_456,3,2,student456@college.edu,8.852,my587223
231FA0457,Student_457,2,2,student457@college.edu,8.4165,4VryD3Xh
231FA0458,Student_458,4,1,student458@college.edu,7.2295,8hNJpmgQ
231FA0459,Student_459,3,1,student459@college.edu,6.3681,keRVM0NS
231FA0460,Student_460,3,2,student460@college.edu,9.9856,BbTC59w1
231FA0461,Student_461,2,1,student461@college.edu,7.1309,vzOkDes6
231FA0462,Student_462,1,2,student462@college.edu,7.2569,gyRo4i80
231FA0463,Student_463,2,2,student463@college.edu,5.8181,pirvRV2f
231FA0464,Student_464,1,1,student464@college.edu,8.974,itzff8vD
231FA0465,Student_465,4,1,student465@college.edu,8.4684,U1z3XX4D
231FA0466,Student_466,3,1,student466@college.edu,6.1038,UmlXbyD3
231FA0467,Student_467,4,1,student467@college.edu,5.4119,otk6MGIM
231FA0468,Student_468,1,1,student468@college.edu,8.4025,NGb6JGEj
231FA0469,Student_469,1,2,student469@college.edu,8.2726,NGQYo23K
231FA0470,Student_470,4,1,student470@college.edu,6.3663,RCLM50QQ
231FA0471,Student_471,1,1,student471@college.edu,9.7543,Jbjim6gO
231FA0472,Student_472,4,2,student472@college.edu,5.7553,Czl6E5kC
231FA0473,Student_473,3,1,student473@college.edu,7.1617,PuX1k3ge
231FA0474,Student_474,4,1,student474@college.edu,9.7181,NeDXlr68
231FA0475,Student_475,3,1,student475@college.edu,7.0986,YH0vNcoO
231FA0476,Student_476,4,1,student476@college.edu,8.1926,yx8p351j
231FA0477,Student_477,1,2,student477@college.edu,6.988,np10E4Ky
231FA0478,Student_478,4,2,student478@college.edu,6.3711,pE4kJMtM
231FA0479,Student_479,1,1,student479@college.edu,9.9199,MkvdUhwW
231FA0480,Student_480,4,1,student480@college.edu,7.0467,j8wTGRMi
231FA0481,Student_481,4,2,student481@college.edu,9.4705,DHXwBr5Y
231FA0482,Student_482,2,1,student482@college.edu,6.1498,3N9XU2bg
231FA0483,Student_483,1,1,student483@college.edu,6.0655,n2MIMwUp
231FA0484,Student_484,2,1,student484@college.edu,5.1557,OVZw4OOd
231FA0485,Student_485,1,1,student485@college.edu,8.2583,YWYKR2rI
231FA0486,Student_486,2,2,student486@college.edu,6.8426,hd9KmsJJ
231FA0487,Student_487,3,1,student487@college.edu,9.3218,7mS4L6kS
231FA0488,Student_488,4,1,student488@college.edu,7.366,jt2juIpX
231FA0489,Student_489,1,1,student489@college.edu,9.841,PgZQrBXF
231FA0490,Student_490,1,2,student490@college.edu,5.9276,VyfsOATY
231FA0491,Student_491,4,1,student491@college.edu,9.3431,1oUo5exF
231FA0492,Student_492,1,2,student492@college.edu,8.883,4JjdJ6Pe
231FA0493,Student_493,1,2,student493@college.edu,8.8546,a2IXcSwm
231FA0494,Student_494,2,1,student494@college.edu,9.2239,5s6Df3zK
231FA0495,Student_495,1,2,student495@college.edu,8.8051,7p9pBNW0
231FA0496,Student_496,3,1,student496@college.edu,8.1311,jsmIT2XV
231FA0497,Student_497,3,2,student497@college.edu,5.6562,ptCq9N4w
231FA0498,Student_498,4,2,student498@college.edu,5.1626,webuYvTK
231FA0499,Student_499,1,2,student499@college.edu,9.6042,GTmYsz36
231FA0500,Student_500,4,2,student500@college.edu,8.0833,cyEW2JBw
231FA0501,Student_501,3,2,student501@college.edu,8.9827,rxqTaH0I
231FA0502,Student_502,1,2,student502@college.edu,7.4076,9IWkICBT
231FA0503,Student_503,1,1,student503@college.edu,5.5865,33iOQwWQ
231FA0504,Student_504,4,1,student504@college.edu,5.6259,L0hcAGl4
231FA0505,Student_505,3,2,student505@college.edu,8.4278,AVR7SPAr
231FA0506,Student_506,1,2,student506@college.edu,7.1515,TzmtGcps
231FA0507,Student_507,4,1,student507@college.edu,6.0026,gWM0IAOw
231FA0508,Student_508,3,1,student508@college.edu,7.458,MdIYi0mX
231FA0509,Student_509,4,1,student509@college.edu,5.321,crhwVGmh
231FA0510,Student_510,2,1,student510@college.edu,7.9099,zBUZsSQP
231FA0511,Student_511,1,1,student511@college.edu,6.345,ox8NlZlm
231FA0512,Student_512,2,1,student512@college.edu,8.9878,Toqdtsou
231FA0513,Student_513,3,1,student513@college.edu,6.5518,HwzvJRDA
231FA0514,Student_514,2,1,student514@college.edu,7.2761,Ybi62vVk
231FA0515,Student_515,2,1,student515@college.edu,5.0581,2CVeYaP4
231FA0516,Student_516,3,1,student516@college.edu,5.3622,Xx060gKu
231FA0517,Student_517,4,2,student517@college.edu,6.9625,0E4IIPeF
231FA0518,Student_518,2,2,student518@college.edu,7.3997,zpgrt6QY
231FA0519,Student_519,4,2,student519@college.edu,8.0001,vcy2dDFq
231FA0520,Student_520,2,1,student520@college.edu,6.4583,RyPi374U
231FA0521,Student_521,4,1,student521@college.edu,8.4749,m70fRq95
231FA0522,Student_522,3,2,student522@college.edu,9.3006,2M4HGeLb
231FA0523,Student_523,2,2,student523@college.edu,8.8993,qnlLSgUg
231FA0524,Student_524,3,2,student524@college.edu,5.1981,WCRch9Er
231FA0525,Student_525,2,2,student525@college.edu,7.4025,IoTvaTYI
231FA0526,Student_526,3,2,student526@college.edu,5.5247,KIUpqwlx
231FA0527,Student_527,3,2,student527@college.edu,6.2102,ED8Fu8Xv
231FA0528,Student_528,2,1,student528@college.edu,9.9333,zrG67ILZ
231FA0529,Student_529,2,2,student529@college.edu,5.7125,FvUn5cSz
231FA0530,Student_530,2,1,student530@college.edu,7.4944,grhxyTbZ
231FA0531,Student_531,1,2,student531@college.edu,8.0908,LtWxFbtR
231FA0532,Student_532,4,1,student532@college.edu,8.5123,7rqvv4JY
231FA0533,Student_533,1,2,student533@college.edu,7.7982,pC4dqfWN
231FA0534,Student_534,1,1,student534@college.edu,5.0489,fon4rgTz
231FA0535,Student_535,3,1,student535@college.edu,6.6323,0o46m13s
231FA0536,Student_536,2,1,student536@college.edu,7.5886,BKVzB2L2
231FA0537,Student_537,4,1,student537@college.edu,5.4393,89CMlpaC
231FA0538,Student_538,3,2,student538@college.edu,6.7531,YOpwzEzQ
231FA0539,Student_539,1,2,student539@college.edu,5.166,dykO3fl4
231FA0540,Student_540,2,1,student540@college.edu,5.3929,DbBOTwCv
231FA0541,Student_541,3,2,student541@college.edu,6.9846,OESHu2dv
231FA0542,Student_542,2,2,student542@college.edu,5.6636,yxBW4fnq
231FA0543,Student_543,3,2,student543@college.edu,7.8377,BvXF5v5I
231FA0544,Student_544,2,2,student544@college.edu,8.4473,p3CK3oaU
231FA0545,Student_545,1,1,student545@college.edu,9.0029,FXi5xgTo
231FA0546,Student_546,4,1,student546@college.edu,6.0008,HwOgP31k
231FA0547,Student_547,1,1,student547@college.edu,5.8374,i8A0J0kf
231FA0548,Student_548,4,1,student548@college.edu,5.5228,VX4qVGS8
231FA0549,Student_549,2,2,student549@college.edu,8.1822,o9LRXkBV
231FA0550,Student_550,3,2,student550@college.edu,8.5324,YhZ3mZUh
231FA0551,Student_551,1,2,student551@college.edu,5.1579,PGA6tCew
231FA0552,Student_552,4,1,student552@college.edu,9.6811,Et6wRsJO
231FA0553,Student_553,1,2,student553@college.edu,5.2599,8RcBQhK0
231FA0554,Student_554,4,1,student554@college.edu,7.7065,FJMcX5h1
231FA0555,Student_555,1,1,student555@college.edu,8.5453,4K4t0Wa5
231FA0556,Student_556,4,1,student556@college.edu,9.3548,GdEUuEfE
231FA0557,Student_557,4,1,student557@college.edu,8.5704,3ohEHMPW
231FA0558,Student_558,2,1,student558@college.edu,9.0086,PP6MKBd7
231FA0559,Student_559,4,1,student559@college.edu,6.6973,x1ayd1yG
231FA0560,Student_560,2,1,student560@college.edu,9.0741,WwTtPrg5
231FA0561,Student_561,4,2,student561@college.edu,5.4006,Ax4PjfST
231FA0562,Student_562,3,2,student562@college.edu,9.4741,YCoKxGuk
231FA0563,Student_563,3,2,student563@college.edu,7.738,V2UlfjSt
231FA0564,Student_564,3,1,student564@college.edu,9.0865,2f7HBkTa
231FA0565,Student_565,4,1,student565@college.edu,7.2616,pRlttpXx
231FA0566,Student_566,2,2,student566@college.edu,8.2179,tEUbcrOh
231FA0567,Student_567,2,1,student567@college.edu,7.632,LC8AebYI
231FA0568,Student_568,4,1,student568@college.edu,8.6579,bmGTNaxV
231FA0569,Student_569,3,1,student569@college.edu,5.4081,45Bmp1B4
231FA0570,Student_570,3,1,student570@college.edu,5.3018,ho3w6NeP
231FA0571,Student_571,2,2,student571@college.edu,6.2355,yanWfs3q
231FA0572,Student_572,3,2,student572@college.edu,5.7977,4raF0g8p
231FA0573,Student_573,1,2,student573@college.edu,9.3589,J0WogseC
231FA0574,Student_574,2,2,student574@college.edu,6.0961,tIGUBLlz
231FA0575,Student_575,3,1,student575@college.edu,9.8793,ws2Xxi5k
231FA0576,Student_576,2,1,student576@college.edu,6.6845,KLVNFMoC
231FA0577,Student_577,1,1,student577@college.edu,5.9106,06YRAeyh
231FA0578,Student_578,2,1,student578@college.edu,8.9485,Mw8l6EiN
231FA0579,Student_579,2,1,student579@college.edu,8.2935,smhDwwl7
231FA0580,Student_580,2,1,student580@college.edu,7.491,uLViQsIA
231FA0581,Student_581,2,2,student581@college.edu,7.7768,lo4CqNVk
231FA0582,Student_582,1,1,student582@college.edu,8.596,aZr2xeGF
231FA0583,Student_583,4,2,student583@college.edu,6.1423,TVZrsThw
231FA0584,Student_584,2,1,student584@college.edu,9.9817,SodirqTA
231FA0585,Student_585,2,1,student585@college.edu,9.874,Kjo6eTX4
231FA0586,Student_586,3,2,student586@college.edu,8.2516,WdF9fa77
231FA0587,Student_587,2,1,student587@college.edu,5.9977,bBBubXLI
231FA0588,Student_588,3,2,student588@college.edu,8.4011,3awOasqH
231FA0589,Student_589,4,2,student589@college.edu,5.361,u16AtRWR
231FA0590,Student_590,1,2,student590@college.edu,5.1533,prGkNw12
231FA0591,Student_591,1,2,student591@college.edu,6.2884,9I9ATbyG
231FA0592,Student_592,4,1,student592@college.edu,7.3131,k98iB4NL
231FA0593,Student_593,1,2,student593@college.edu,9.3414,F5HcDISr
231FA0594,Student_594,4,2,student594@college.edu,8.6358,Mca7M9N5
231FA0595,Student_595,4,2,student595@college.edu,8.7135,XAvFqiZr
231FA0596,Student_596,4,1,student596@college.edu,7.1275,tYb949DZ
231FA0597,Student_597,1,2,student597@college.edu,6.7297,rYdgK5Es
231FA0598,Student_598,3,2,student598@college.edu,6.8552,TiXKuZpD
231FA0599,Student_599,4,1,student599@college.edu,9.9382,fz2WOkpS
231FA0600,Student_600,2,1,student600@college.edu,5.2005,H0POlpxw
231FA0601,Student_601,1,2,student601@college.edu,9.3352,UAeKQxy8
231FA0602,Student_602,4,2,student602@college.edu,7.8934,OyTGD2ci
231FA0603,Student_603,4,2,student603@college.edu,7.1931,ODMAxxMk
231FA0604,Student_604,2,1,student604@college.edu,8.6263,wig8QHvO
231FA0605,Student_605,3,1,student605@college.edu,7.4333,NwJAl0OU
231FA0606,Student_606,3,1,student606@college.edu,9.3671,16uHKPpg
231FA0607,Student_607,3,2,student607@college.edu,9.5035,ie4mVkhJ
231FA0608,Student_608,4,2,student608@college.edu,7.1086,arWtnUNW
231FA0609,Student_609,4,2,student609@college.edu,6.3841,xXfIhPuV
231FA0610,Student_610,4,2,student610@college.edu,7.9618,0DaS2JIX
231FA0611,Student_611,1,1,student611@college.edu,9.5618,LbPfePeh
231FA0612,Student_612,2,2,student612@college.edu,6.0533,eNYK9AkU
231FA0613,Student_613,4,1,student613@college.edu,8.1148,LiIqXG0A
231FA0614,Student_614,2,2,student614@college.edu,8.1578,OnmHPPex
231FA0615,Student_615,2,1,student615@college.edu,8.6656,AophOk9c
231FA0616,Student_616,3,2,student616@college.edu,5.6578,QGkqNOGA
231FA0617,Student_617,1,1,student617@college.edu,8.5791,hXvSqsh6
231FA0618,Student_618,4,1,student618@college.edu,9.5452,xeBzcUfK
231FA0619,Student_619,3,2,student619@college.edu,5.8984,Qq6BqS1m
231FA0620,Student_620,3,2,student620@college.edu,6.1877,M57n4Nuw
231FA0621,Student_621,4,1,student621@college.edu,9.857,2RHeX4fX
231FA0622,Student_622,2,1,student622@college.edu,5.9049,SgI0UIKI
231FA0623,Student_623,3,2,student623@college.edu,9.2719,nLLNaEjp
231FA0624,Student_624,2,1,student624@college.edu,7.4614,Aluwed66
231FA0625,Student_625,1,1,student625@college.edu,6.2362,YYThTnl9
231FA0626,Student_626,2,2,student626@college.edu,9.3537,vyvcRr7v
231FA0627,Student_627,1,2,student627@college.edu,7.2265,InjEgoUH
231FA0628,Student_628,2,2,student628@college.edu,7.5741,KOF7Lcg1
231FA0629,Student_629,3,2,student629@college.edu,6.7962,l42ac9sV
231FA0630,Student_630,3,1,student630@college.edu,7.9648,xL9qHtXQ
231FA0631,Student_631,1,2,student631@college.edu,5.8176,CQgcEXKc
231FA0632,Student_632,4,1,student632@college.edu,6.9554,gUwKaDel
231FA0633,Student_633,1,1,student633@college.edu,9.8471,QpdKwGmj
231FA0634,Student_634,1,1,student634@college.edu,6.2907,XiFwuaIz
231FA0635,Student_635,2,1,student635@college.edu,8.2837,xtvs9HJy
231FA0636,Student_636,2,1,student636@college.edu,6.626,9UMTfAU7
231FA0637,Student_637,1,1,student637@college.edu,8.8674,q4AFK0O1
231FA0638,Student_638,3,2,student638@college.edu,5.6544,iaXFmts0
231FA0639,Student_639,2,2,student639@college.edu,9.8491,j0XuRAO8
231FA0640,Student_640,4,2,student640@college.edu,7.2689,fmJQme9i
231FA0641,Student_641,2,2,student641@college.edu,6.1803,N2nlTW4W
231FA0642,Student_642,2,2,student642@college.edu,5.3675,pUwzyUyz
231FA0643,Student_643,4,2,student643@college.edu,5.8488,5e6FUUVA
231FA0644,Student_644,1,1,student644@college.edu,7.5989,YoKPoFRa
231FA0645,Student_645,4,1,student645@college.edu,6.685,MAJBSEeZ
231FA0646,Student_646,1,2,student646@college.edu,9.1444,3zPpSBG0
231FA0647,Student_647,1,2,student647@college.edu,7.1544,f7KD9WlL
231FA0648,Student_648,1,1,student648@college.edu,6.2436,HtxdxiCJ
231FA0649,Student_649,4,1,student649@college.edu,8.0857,3n6JC6qd
231FA0650,Student_650,1,2,student650@college.edu,8.5339,pux6rckN
231FA0651,Student_651,3,2,student651@college.edu,5.8352,GI2TSIKT
231FA0652,Student_652,4,1,student652@college.edu,5.8381,bvfhOcaF
231FA0653,Student_653,3,2,student653@college.edu,5.1834,F4KxgqbN
231FA0654,Student_654,1,1,student654@college.edu,8.682,QN4N2mrV
231FA0655,Student_655,2,2,student655@college.edu,8.319,97OyWODU
231FA0656,Student_656,1,2,student656@college.edu,7.3732,apF7dPWu
231FA0657,Student_657,3,2,student657@college.edu,9.2209,jHp2BpGZ
231FA0658,Student_658,3,1,student658@college.edu,9.0284,NTf1BZUu
231FA0659,Student_659,4,1,student659@college.edu,7.9268,jqBdCpOu
231FA0660,Student_660,2,2,student660@college.edu,9.3414,6TXLxPQF
231FA0661,Student_661,4,1,student661@college.edu,6.0292,Q2MMj7sj
231FA0662,Student_662,3,2,student662@college.edu,5.5596,wUDyWF0M
231FA0663,Student_663,1,2,student663@college.edu,6.3487,5nWUJ0ar
231FA0664,Student_664,2,2,student664@college.edu,5.2854,itjyM07I
231FA0665,Student_665,1,1,student665@college.edu,7.6558,l39DlHwo
231FA0666,Student_666,1,1,student666@college.edu,9.683,ICVHmCnl
231FA0667,Student_667,2,1,student667@college.edu,5.1967,ngiRwryA
231FA0668,Student_668,4,2,student668@college.edu,5.6105,MfNO4RNJ
231FA0669,Student_669,1,2,student669@college.edu,7.261,X4EBki5c
231FA0670,Student_670,3,1,student670@college.edu,9.6694,yCyT3zBw
231FA0671,Student_671,1,1,student671@college.edu,6.5808,at5ZRrZh
231FA0672,Student_672,2,1,student672@college.edu,7.5362,ptjH4M3e
231FA0673,Student_673,2,1,student673@college.edu,5.2079,O0lRJOlo
231FA0674,Student_674,2,2,student674@college.edu,5.7417,jLLbXnAi
231FA0675,Student_675,4,2,student675@college.edu,9.9332,gtt5w5Rt
231FA0676,Student_676,1,1,student676@college.edu,9.8256,4RCyMJ9t
231FA0677,Student_677,4,1,student677@college.edu,5.0247,J1YvBmQv
231FA0678,Student_678,4,1,student678@college.edu,9.7591,PiEBGjma
231FA0679,Student_679,2,1,student679@college.edu,8.1956,cKIkkVad
231FA0680,Student_680,2,1,student680@college.edu,9.3396,bXkDvt1I
231FA0681,Student_681,4,2,student681@college.edu,7.2737,AaaRCs3X
231FA0682,Student_682,1,2,student682@college.edu,7.578,5CFUUKzk
231FA0683,Student_683,3,1,student683@college.edu,7.4442,2Q4HhDGT
231FA0684,Student_684,4,1,student684@college.edu,8.3343,7NEuiL3w
231FA0685,Student_685,1,1,student685@college.edu,5.6983,Q7slY6CV
231FA0686,Student_686,2,1,student686@college.edu,5.1499,DqgussV2
231FA0687,Student_687,2,2,student687@college.edu,6.5396,oomhz069
231FA0688,Student_688,1,2,student688@college.edu,8.5234,WAAdGoSI
231FA0689,Student_689,3,2,student689@college.edu,6.0093,7GgScjDl
231FA0690,Student_690,2,1,student690@college.edu,8.3672,55A5RcrJ
231FA0691,Student_691,2,1,student691@college.edu,9.8496,dOwVTgfS
231FA0692,Student_692,2,1,student692@college.edu,5.4695,AhkjmNCG
231FA0693,Student_693,1,1,student693@college.edu,8.363,1NF7i7ut
231FA0694,Student_694,4,2,student694@college.edu,7.2188,fufCR84I
231FA0695,Student_695,2,2,student695@college.edu,9.3407,vPmVdLko
231FA0696,Student_696,4,1,student696@college.edu,5.8857,0vQ9XmTc
231FA0697,Student_697,3,1,student697@college.edu,8.4631,tWETSS93
231FA0698,Student_698,2,2,student698@college.edu,9.1906,tdiuHsk0
231FA0699,Student_699,2,1,student699@college.edu,9.7231,4KnUJYq0
231FA0700,Student_700,3,1,student700@college.edu,8.4162,1AnWqBZz
231FA0701,Student_701,2,1,student701@college.edu,7.4859,lbNAcfXz
231FA0702,Student_702,4,1,student702@college.edu,8.0892,EfY2kPJz
231FA0703,Student_703,1,2,student703@college.edu,9.3445,kojKIYVl
231FA0704,Student_704,4,1,student704@college.edu,7.853,3T1JHTdW
231FA0705,Student_705,1,1,student705@college.edu,5.1519,2EGcT1NN
231FA0706,Student_706,1,2,student706@college.edu,9.6547,qajqWPaj
231FA0707,Student_707,4,2,student707@college.edu,8.4476,qYwMSppL
231FA0708,Student_708,4,1,student708@college.edu,8.3826,sJr6CVdx
231FA0709,Student_709,4,1,student709@college.edu,6.0784,Pms9IXRI
231FA0710,Student_710,4,1,student710@college.edu,8.2944,J2yk9oZH
231FA0711,Student_711,3,1,student711@college.edu,6.9693,58nGMs0w
231FA0712,Student_712,2,2,student712@college.edu,8.2562,rc5hPRC3
231FA0713,Student_713,1,2,student713@college.edu,5.533,8du1UroJ
231FA0714,Student_714,4,2,student714@college.edu,8.2892,pE8H5eFC
231FA0715,Student_715,4,2,student715@college.edu,9.9971,0bDChpzU
231FA0716,Student_716,4,1,student716@college.edu,5.2411,IRNFb37H
231FA0717,Student_717,3,1,student717@college.edu,9.8859,pIbYKpmO
231FA0718,Student_718,4,1,student718@college.edu,7.0345,9hBMkex4
231FA0719,Student_719,4,2,student719@college.edu,9.3538,uxUheXD4
231FA0720,Student_720,4,1,student720@college.edu,8.9119,gtD6yWVB
231FA0721,Student_721,2,2,student721@college.edu,7.8351,DMzw9d99
231FA0722,Student_722,3,1,student722@college.edu,8.6922,TdgJsKkZ
231FA0723,Student_723,4,2,student723@college.edu,9.3926,uM5Stpti
231FA0724,Student_724,1,1,student724@college.edu,7.0207,oI3DRb6I
231FA0725,Student_725,1,2,student725@college.edu,6.6352,y41AaDXI
231FA0726,Student_726,1,1,student726@college.edu,8.338,7oSIDFn4
231FA0727,Student_727,3,1,student727@college.edu,9.0392,ieGjwHL3
231FA0728,Student_728,3,2,student728@college.edu,8.8114,3aZK6FqN
231FA0729,Student_729,1,2,student729@college.edu,8.9891,CuyjLfa1
231FA0730,Student_730,4,2,student730@college.edu,7.1779,jnMdOtkx
231FA0731,Student_731,3,1,student731@college.edu,9.0892,0w5Vbf27
231FA0732,Student_732,1,1,student732@college.edu,5.601,w7VJ4md9
231FA0733,Student_733,1,2,student733@college.edu,7.7224,eNCUVGEz
231FA0734,Student_734,4,1,student734@college.edu,5.0288,IRlB7G4M
231FA0735,Student_735,2,2,student735@college.edu,6.6229,3GYRngpt
231FA0736,Student_736,3,2,student736@college.edu,6.8323,Y1tkLWeS
231FA0737,Student_737,4,2,student737@college.edu,6.9809,sh4OImsb
231FA0738,Student_738,1,1,student738@college.edu,8.4773,AWjlKHbA
231FA0739,Student_739,1,1,student739@college.edu,6.9428,d5XW3ucX
231FA0740,Student_740,4,1,student740@college.edu,7.2435,mAUNFdXu
231FA0741,Student_741,3,2,student741@college.edu,6.1877,5l3MAVZQ
231FA0742,Student_742,2,2,student742@college.edu,6.8663,rRarTPjq
231FA0743,Student_743,2,2,student743@college.edu,6.1363,S2fZSezx
231FA0744,Student_744,1,1,student744@college.edu,5.366,7PYPMmsM
231FA0745,Student_745,3,1,student745@college.edu,8.0172,Re1eJFlr
231FA0746,Student_746,2,1,student746@college.edu,8.3411,ahSX5aHN
231FA0747,Student_747,3,2,student747@college.edu,8.0975,4lXIFyaN
231FA0748,Student_748,3,2,student748@college.edu,7.3175,RsjeZ5or
231FA0749,Student_749,1,2,student749@college.edu,6.8989,2LCfexeW
231FA0750,Student_750,2,2,student750@college.edu,9.3167,mBxrfp24
231FA0751,Student_751,4,2,student751@college.edu,7.5954,5MNuGWlp
231FA0752,Student_752,1,1,student752@college.edu,7.3959,voUkYaEj
231FA0753,Student_753,2,1,student753@college.edu,5.1282,NguCEQoW
231FA0754,Student_754,2,1,student754@college.edu,6.7062,2FBrIuMQ
231FA0755,Student_755,2,1,student755@college.edu,6.901,cHgpqmUI
231FA0756,Student_756,2,1,student756@college.edu,6.9941,j4xgqI7z
231FA0757,Student_757,2,1,student757@college.edu,7.9009,XE711Gh4
231FA0758,Student_758,3,1,student758@college.edu,7.668,ZDyAeXrm
231FA0759,Student_759,1,1,student759@college.edu,8.0395,MefQQzpE
231FA0760,Student_760,3,1,student760@college.edu,8.8244,E61RRJmV
231FA0761,Student_761,4,2,student761@college.edu,9.0649,N9fflE3U
